content,score,at,clean,processed,sentiment
"saya sebagai pengguna qpon merasa senang, karena mendapatkan voucher diskon/potongan dengan harga yang terjangkau. dan menurut saya kekurangan yang ada pada qpon yaitu lokasi pemakaian voucher, apakah hanya bisa di pakai di lokasi yang tertera di voucher nya/ voucher nya bisa di pakai di segala tempat untuk produk tersebut.",5,2025-04-02 08:45:31,saya sebagai pengguna qpon merasa senang karena mendapatkan voucher diskon potongan dengan harga yang terjangkau dan menurut saya kekurangan yang ada pada qpon yaitu lokasi pemakaian voucher apakah hanya bisa di pakai di lokasi yang tertera di voucher nya voucher nya bisa di pakai di segala tempat untuk produk tersebut,guna qpon senang voucher diskon potong harga jangkau kurang qpon lokasi pakai voucher pakai lokasi tera voucher voucher pakai produk,positive
"salah satu aplikasi beli voucher yang bagus dan murah banget, tampilan dan aplikasinya enteng banget dan enak di lihat. beli voucher disini murah banget beli voucher KFC 50rb cuman bayar 15rb doang cuman di aplikasi ini doang yang ngasih harga segini",5,2025-04-02 08:36:20,salah satu aplikasi beli voucher yang bagus dan murah banget tampilan dan aplikasinya enteng banget dan enak di lihat beli voucher disini murah banget beli voucher kfc rb cuman bayar rb doang cuman di aplikasi ini doang yang ngasih harga segini,salah aplikasi beli voucher bagus murah tampil aplikasi enteng enak lihat beli voucher murah beli voucher kfc rb cuman bayar rb doang cuman aplikasi doang ngasih harga gin,positive
karna bagus dan banyak promo,5,2025-04-02 07:16:41,karna bagus dan banyak promo,karna bagus promo,positive
pelayanan yang buruk,1,2025-04-02 03:27:31,pelayanan yang buruk,layan buruk,negative
"menggangu pemakaian, spam",1,2025-04-01 07:22:23,menggangu pemakaian spam,menggangu pakai spam,negative
"saya kira ini pesen makanan lewat ojol gitu, sayang banget mana uangnya udah di transfer:)))",1,2025-03-31 15:42:42,saya kira ini pesen makanan lewat ojol gitu sayang banget mana uangnya udah di transfer,sen makan ojol gitu sayang uang transfer,negative
"Saya sangat puas dengan pengalaman belanja online di Qpon. sangat mudah digunakan, sehingga memudahkan saya untuk menemukan promo apa saja dengan tepat. ❤️👌",5,2025-03-30 02:26:02,saya sangat puas dengan pengalaman belanja online di qpon sangat mudah digunakan sehingga memudahkan saya untuk menemukan promo apa saja dengan tepat,puas alam belanja online qpon mudah mudah temu promo,positive
"iklan kau sungguh amat mengganggu,kalo sampe gak berfaedah buat ku tengok aja",2,2025-03-30 01:33:29,iklan kau sungguh amat mengganggu kalo sampe gak berfaedah buat ku tengok aja,iklan kau sungguh ganggu sampe faedah ku tengok,negative
oke,5,2025-03-29 03:21:34,oke,oke,positive
"beneran lebih murah, cuma sempet ke store si mba nya ga paham sama caranya hehe mungkin pihak qpon bisa lebih menjelaskan kepada store store terkait si qpon ini, terimakasih yaa",5,2025-03-28 21:43:08,beneran lebih murah cuma sempet ke store si mba nya ga paham sama caranya hehe mungkin pihak qpon bisa lebih menjelaskan kepada store store terkait si qpon ini terimakasih yaa,beneran murah sempet store si mba paham hehe qpon store store kait si qpon terimakasih yaa,positive
mantap diskonnya,5,2025-03-28 15:43:25,mantap diskonnya,mantap diskon,positive
pertama kali pakai qpon buat beli mixue sangat membantu untuk kaum kosan frenly setiap diskon nya lewat di wa selalu pengen pake maaciw qpon♡,5,2025-03-28 06:39:28,pertama kali pakai qpon buat beli mixue sangat membantu untuk kaum kosan frenly setiap diskon nya lewat di wa selalu pengen pake maaciw qpon,kali pakai qpon beli mixue bantu kaum kosan frenly diskon wa ken pake maaciw qpon,positive
Nice and Very Good i like it,5,2025-03-28 06:09:49,nice and very good i like it,nice and very good like it,positive
"Mudah diaplikasikan, Membantu banget buat kaum mendang mending kaya aku, jd kalau mau makan enak dan hemat ya pesen voucher nya di qpon aja, cuzz..",5,2025-03-28 05:50:44,mudah diaplikasikan membantu banget buat kaum mendang mending kaya aku jd kalau mau makan enak dan hemat ya pesen voucher nya di qpon aja cuzz,mudah aplikasi bantu kaum dang mending kaya jd makan enak hemat ya sen voucher qpon cuzz,positive
"TERBAIK deh pokoknya Qpon diskon nya MANTAPpp👍👍 gak pelit buat pelanggan2 GEDE GEDEan terus diskon ny, jadi makin setia & tambah ❤️❤️deh buat pakai qpon terus,.. tetap pertahankan ya qpon diskon gede-gedean ny,semoga sukses tambah banyak pengikut setia pelanggan2nya, aamiin 🤲🤲",5,2025-03-28 05:49:06,terbaik deh pokoknya qpon diskon nya mantappp gak pelit buat pelanggan gede gedean terus diskon ny jadi makin setia tambah deh buat pakai qpon terus tetap pertahankan ya qpon diskon gede gedean ny semoga sukses tambah banyak pengikut setia pelanggan nya aamiin,baik deh pokok qpon diskon mantappp pelit langgan gede gede diskon ny setia deh pakai qpon tahan ya qpon diskon gede gede ny moga sukses ikut setia langgan aamiin,positive
"Aplikasi sangat membantu dalam pencarian jenis makanan maupun minuman yang hemat di kantong, Sukses Terus untuk Qpon",5,2025-03-28 05:25:39,aplikasi sangat membantu dalam pencarian jenis makanan maupun minuman yang hemat di kantong sukses terus untuk qpon,aplikasi bantu cari jenis makan minum hemat kantong sukses qpon,positive
Semoga lebih banyak diskon untuk voucher makan saat tanggal tua,5,2025-03-28 04:44:40,semoga lebih banyak diskon untuk voucher makan saat tanggal tua,moga diskon voucher makan tanggal tua,positive
"nyesel sih kalau kalian Gak download aplikasi ini, bnyk bgt voucher potongan harga .. bikin kita lebih irit sih tentu nya... bnyk bgt promo2 yg bisa kita pakai ..",5,2025-03-28 04:32:36,nyesel sih kalau kalian gak download aplikasi ini bnyk bgt voucher potongan harga bikin kita lebih irit sih tentu nya bnyk bgt promo yg bisa kita pakai,nyesel download aplikasi bnyk voucher potong harga bikin irit bnyk promo pakai,positive
"Saya sangat suka sama Aplikasi Qpon karena sangat membantu saya untuk mencari harga2 diskon makanan, lebih mudah dan sangat banyak diskon2 nya. Beruntung pakai aplikasi ini uang jajan makin hemat karena banyak potongam diskonnya 🙏🙏🙏",5,2025-03-28 04:31:32,saya sangat suka sama aplikasi qpon karena sangat membantu saya untuk mencari harga diskon makanan lebih mudah dan sangat banyak diskon nya beruntung pakai aplikasi ini uang jajan makin hemat karena banyak potongam diskonnya,suka aplikasi qpon bantu cari harga diskon makan mudah diskon untung pakai aplikasi uang jajan hemat potongam diskon,positive
jempol 2 buat aplikasi qpon Krn sangat membantu utk yg hobby mkn seperti saya dan diskon ga tanggung tanggung loh...sukses terus ya buat aplikasi qpon,5,2025-03-28 04:21:58,jempol buat aplikasi qpon krn sangat membantu utk yg hobby mkn seperti saya dan diskon ga tanggung tanggung loh sukses terus ya buat aplikasi qpon,jempol aplikasi qpon krn bantu utk hobby mkn diskon tanggung tanggung loh sukses ya aplikasi qpon,positive
"mantep banget nih aplikasi bisa menghemat pengeluaran gue, jadi kalo mau beli sesuatu buka aplikasi qpon dulu buat liat promo vochernya",5,2025-03-28 04:20:43,mantep banget nih aplikasi bisa menghemat pengeluaran gue jadi kalo mau beli sesuatu buka aplikasi qpon dulu buat liat promo vochernya,mantep aplikasi hemat keluar gue beli buka aplikasi qpon liat promo vochernya,positive
"Saya sangat menyukai aplikasi ini, karena aplikasi ini selalu menghadirkan promo diskon dari brand-brand yang selalu saya datangi (seperti imperial, janji jiwa, kopi kenangan, dan alfamart) sehingga dengan adanya aplikasi ini membuat saya dapat menghemat pengeluaran saya.",5,2025-03-28 04:20:12,saya sangat menyukai aplikasi ini karena aplikasi ini selalu menghadirkan promo diskon dari brand brand yang selalu saya datangi seperti imperial janji jiwa kopi kenangan dan alfamart sehingga dengan adanya aplikasi ini membuat saya dapat menghemat pengeluaran saya,suka aplikasi aplikasi hadir promo diskon brand brand datang imperial janji jiwa kopi kenang alfamart aplikasi hemat keluar,positive
"Aplikasi Qpon ini sangat memudahkan dalam mendapatkan berbagai penawaran diskon menarik, namun perlu peningkatan pada tampilan antarmuka agar lebih user-friendly. Jadi bagi kalian para pencari diskon wajib download ini sih.😉",5,2025-03-27 15:08:36,aplikasi qpon ini sangat memudahkan dalam mendapatkan berbagai penawaran diskon menarik namun perlu peningkatan pada tampilan antarmuka agar lebih user friendly jadi bagi kalian para pencari diskon wajib download ini sih,aplikasi qpon mudah tawar diskon tarik tingkat tampil antarmuka user friendly cari diskon wajib download,positive
"baru aja download trus mau masuk di app mlh nggak dpt kode verifikasi,trus nggak ada pilihan kirim kode otpnya lwt sms🙄",1,2025-03-27 13:22:53,baru aja download trus mau masuk di app mlh nggak dpt kode verifikasi trus nggak ada pilihan kirim kode otpnya lwt sms,download trus masuk app mlh nggak dpt kode verifikasi trus nggak pilih kirim kode otpnya lwt sms,negative
susah download nya,3,2025-03-27 11:37:01,susah download nya,susah download,neutral
Mantap ini aplikasi keren banget. Sangat membantu kalau lagi perlu jajan-jajan tapi sambil ngirit. Apalagi pernah dapat flash sale dengan harga Rp1.000 yang harga normalnya Rp25.000. Keren pokoknya!,5,2025-03-27 09:15:41,mantap ini aplikasi keren banget sangat membantu kalau lagi perlu jajan jajan tapi sambil ngirit apalagi pernah dapat flash sale dengan harga rp yang harga normalnya rp keren pokoknya,mantap aplikasi keren bantu jajan jajan ngirit flash sale harga rp harga normal rp keren pokok,positive
"sejak memakai aplikasi Opon jajan ku semakin sering ,badanku semakin endutttt, apalagi makanan favorit anak2 juga banyak diskonnya... ayo tambah lagi kerjasamanya dengan outlet2 makanan besar lainnya. sukses selalu Opon-Selalu Ada Diskon",5,2025-03-27 06:45:56,sejak memakai aplikasi opon jajan ku semakin sering badanku semakin endutttt apalagi makanan favorit anak juga banyak diskonnya ayo tambah lagi kerjasamanya dengan outlet makanan besar lainnya sukses selalu opon selalu ada diskon,pakai aplikasi opon jajan ku badan endutttt makan favorit anak diskon ayo kerjasamanya outlet makan sukses opon diskon,positive
aplikasi yang sangat keren jajan enak dan murah dari Qpon,5,2025-03-27 06:33:43,aplikasi yang sangat keren jajan enak dan murah dari qpon,aplikasi keren jajan enak murah qpon,positive
sya blm mengerti,5,2025-03-26 21:39:09,sya blm mengerti,sya blm erti,positive
GACOR,5,2025-03-26 16:27:37,gacor,gacor,positive
banyak promo sampe 50% lumayan buat makan hemat,5,2025-03-26 09:42:59,banyak promo sampe lumayan buat makan hemat,promo sampe lumayan makan hemat,positive
"awalnya diskon besar, makkn kesini setelab di update kok jadi ga ad promo bsar lg enakan ga d update apk yg kyak dl aj skrg dkit bgt plihannya",4,2025-03-26 08:50:13,awalnya diskon besar makkn kesini setelab di update kok jadi ga ad promo bsar lg enakan ga d update apk yg kyak dl aj skrg dkit bgt plihannya,diskon makkn kesini setelab update ad promo bsar lg enak update apk kyak dl aj skrg dkit plihannya,positive
"Qpon sangat membantu saya dalam berbelanja. Saat keuangan sedang sulit dan terbatas, saya masih dapat berbelanja dengan diskon yang besar karena Qpon. Terima kasih Qpon",5,2025-03-26 03:01:42,qpon sangat membantu saya dalam berbelanja saat keuangan sedang sulit dan terbatas saya masih dapat berbelanja dengan diskon yang besar karena qpon terima kasih qpon,qpon bantu belanja uang sulit batas belanja diskon qpon terima kasih qpon,positive
good,5,2025-03-25 21:20:02,good,good,positive
voucher nya banyak yg kosong terus,1,2025-03-25 17:23:59,voucher nya banyak yg kosong terus,voucher kosong,negative
sangat membantu,5,2025-03-25 12:27:30,sangat membantu,bantu,positive
apk kocak gajelas,1,2025-03-25 02:56:05,apk kocak gajelas,apk kocak gajelas,negative
good bgt komplen karna ada trouble di seller. dana nya direfund. best cs nya ❤️,5,2025-03-25 02:34:33,good bgt komplen karna ada trouble di seller dana nya direfund best cs nya,good komplen karna trouble seller dana direfund best cs,positive
jangan download aplikasi ini merugikan kita,1,2025-03-24 13:45:54,jangan download aplikasi ini merugikan kita,download aplikasi rugi,negative
"ga jelas aplikasi ini, timelinenya bikin pusing, saya kecewa, ga ada reminder sama sekali",1,2025-03-24 10:58:35,ga jelas aplikasi ini timelinenya bikin pusing saya kecewa ga ada reminder sama sekali,aplikasi timelinenya bikin pusing kecewa reminder,negative
mantab,5,2025-03-24 07:07:12,mantab,mantab,positive
"apk ga jelas, tidak tersedia terus berak",1,2025-03-24 04:22:47,apk ga jelas tidak tersedia terus berak,apk sedia berak,negative
"suka banget sama apk nya, karena sering ngasih disc buat aku yg suka promo haha. buat kalian buruan download, aslii gabakall rugiii aku jaminnn!!!",5,2025-03-23 17:33:40,suka banget sama apk nya karena sering ngasih disc buat aku yg suka promo haha buat kalian buruan download aslii gabakall rugiii aku jaminnn,suka apk ngasih disc suka promo haha buru download asli gabakall rugiii jaminnn,positive
good,5,2025-03-23 12:22:16,good,good,positive
"G bisa beli voucher ya, selalu gagal membuat pesanan. Mau beli voucher PHD.",1,2025-03-23 10:41:59,g bisa beli voucher ya selalu gagal membuat pesanan mau beli voucher phd,beli voucher ya gagal pesan beli voucher phd,negative
"Voucher saya tiba-tiba dihanguskan, padahal saya tidak pernah klik Tukarkan Voucher, dan tidak ada pertanggungjawaban dari pihak Qpon",1,2025-03-23 04:26:59,voucher saya tiba tiba dihanguskan padahal saya tidak pernah klik tukarkan voucher dan tidak ada pertanggungjawaban dari pihak qpon,voucher hangus klik tukar voucher pertanggungjawaban qpon,negative
"pas download trnyata ga seseru yg gw kira, cm marketing VCR makan, dan hrs dtg ke outlet lgsg. sekejap mata gw Uninstalll",1,2025-03-22 17:53:14,pas download trnyata ga seseru yg gw kira cm marketing vcr makan dan hrs dtg ke outlet lgsg sekejap mata gw uninstalll,pas download trnyata seru gw cm marketing vcr makan hrs dtg outlet kejap mata gw uninstalll,negative
sayangnya Pembayaran tidak bisa pakai ShopeePay ...,2,2025-03-22 09:35:20,sayangnya pembayaran tidak bisa pakai shopeepay,sayang bayar pakai shopeepay,negative
"katanya penukaran voucher 2hari, tapi belum 2 hari uda expired. Kocak!. uang ga bisa direfund. rugi anjir!",1,2025-03-22 02:22:14,katanya penukaran voucher hari tapi belum hari uda expired kocak uang ga bisa direfund rugi anjir,tukar voucher uda expired kocak uang direfund rugi anjir,negative
aplikasi maling,1,2025-03-21 18:39:11,aplikasi maling,aplikasi maling,negative
sangat bagus dan berguna sekali,5,2025-03-21 09:12:33,sangat bagus dan berguna sekali,bagus guna,positive
"Voucher banyak yg kosong ga di isi2 udah berhari-hari, ga guna lama2 aplikasinya",1,2025-03-21 07:36:43,voucher banyak yg kosong ga di isi udah berhari hari ga guna lama aplikasinya,voucher kosong isi hari aplikasi,negative
"Aplikasi tidak jelas, percuma menghubungi cs juga jawaban nya template bot, minta solusi tidak ada sama sekali",1,2025-03-21 01:25:15,aplikasi tidak jelas percuma menghubungi cs juga jawaban nya template bot minta solusi tidak ada sama sekali,aplikasi hubung cs template bot solusi,negative
"aku selaluuu pakaii qpon untuk cari promoo makanan favorit ku. qpon promoo nya gprnh habiss, sukaa bangettt!!!! tengkyuu qponn berkat kamu aku jadi makan hemattt hehehehe🤩",5,2025-03-20 08:39:54,aku selaluuu pakaii qpon untuk cari promoo makanan favorit ku qpon promoo nya gprnh habiss sukaa bangettt tengkyuu qponn berkat kamu aku jadi makan hemattt hehehehe,selaluuu pakai qpon cari promoo makan favorit ku qpon promoo gprnh habiss sukaa bangettt tengkyuu qponn berkat makan hemattt hehehehe,positive
banyak diskonnya dan hemat,5,2025-03-20 06:39:22,banyak diskonnya dan hemat,diskon hemat,positive
pertahankan yg sdh baik,5,2025-03-20 06:13:31,pertahankan yg sdh baik,tahan sdh,positive
"yuhuuu aplikasi yang sangat bagus, gak sengaja ketemu karena ada yang share voc voc makan murah nya. Penasaran jadi langsung install, dan beneran dong banyak voc voc untuk makan yang murah, cocok banget untuk aku yang hobi makan ini. Terimakasih banyak atas voc murah nya",5,2025-03-20 04:33:18,yuhuuu aplikasi yang sangat bagus gak sengaja ketemu karena ada yang share voc voc makan murah nya penasaran jadi langsung install dan beneran dong banyak voc voc untuk makan yang murah cocok banget untuk aku yang hobi makan ini terimakasih banyak atas voc murah nya,yuhuuu aplikasi bagus sengaja ketemu share voc voc makan murah penasaran langsung install beneran voc voc makan murah cocok hobi makan terimakasih voc murah,positive
